timestamp,method,url,status_code,response_time_ms,bytes_sent,ip,user_agent
2024-01-01 12:06:17,GET,/api/auth/token,403,141,66,192.168.6.227,Python-requests/2.31
2024-01-01 12:08:46,GET,/login,200,182,1776,192.168.2.46,PostmanRuntime/7.36
2024-01-01 12:10:56,GET,/api/checkout,404,586,333,192.168.8.253,Firefox/121
2024-01-01 12:12:46,GET,/static/css/main.css,304,55,4530,192.168.8.97,Googlebot/2.1
2024-01-01 12:13:08,GET,/api/auth/token,200,119,38093,192.168.5.230,Firefox/121
2024-01-01 12:14:57,GET,/api/analytics,200,300,1500,192.168.1.164,Safari/17
2024-01-01 12:15:50,GET,/api/auth/token,200,280,541,192.168.2.229,Chrome/120
2024-01-01 12:31:33,GET,/api/auth/token,200,142,29165,192.168.9.18,Python-requests/2.31
2024-01-01 12:33:46,GET,/profile,200,126,14769,192.168.10.92,Python-requests/2.31
2024-01-01 12:34:45,GET,/api/search,200,183,28951,192.168.7.124,Chrome/120
2024-01-01 12:42:54,GET,/images/logo.png,200,49,28627,192.168.3.31,Firefox/121
2024-01-01 12:48:18,GET,/api/notifications,200,95,46606,192.168.8.118,curl/8.4
2024-01-01 12:48:42,POST,/api/cart,404,18,207,192.168.2.53,Edge/120
2024-01-01 12:50:35,POST,/signup,400,103,342,192.168.6.94,Googlebot/2.1
2024-01-01 12:57:34,PUT,/health,200,26,25828,192.168.5.78,Chrome/120
2024-01-01 13:01:35,GET,/health,301,112,34150,192.168.5.95,PostmanRuntime/7.36
2024-01-01 13:01:39,GET,/api/search,400,263,485,192.168.7.162,Googlebot/2.1
2024-01-01 13:01:49,GET,/settings,200,158,35768,192.168.1.189,Googlebot/2.1
2024-01-01 13:02:54,GET,/docs,200,105,1068,192.168.4.229,Chrome/120
2024-01-01 13:05:55,GET,/api/orders,200,124,25478,192.168.1.107,curl/8.4
2024-01-01 13:09:22,GET,/static/css/main.css,200,33,32819,192.168.4.206,curl/8.4
2024-01-01 13:09:43,GET,/docs,200,10,36791,192.168.7.49,Edge/120
2024-01-01 13:24:44,GET,/login,200,63,28018,192.168.9.203,Safari/17
2024-01-01 13:27:03,GET,/static/css/main.css,200,37,24975,192.168.9.13,Safari/17
2024-01-01 13:29:48,GET,/api/auth/token,201,286,3660,192.168.5.73,Edge/120
2024-01-01 13:32:36,GET,/api/search,200,726,26422,192.168.9.179,Edge/120
2024-01-01 13:35:13,PUT,/signup,200,66,14394,192.168.7.27,PostmanRuntime/7.36
2024-01-01 13:37:03,GET,/images/logo.png,404,60,91,192.168.7.178,Firefox/121
2024-01-01 13:42:31,POST,/static/js/app.js,304,40,7771,192.168.7.78,Python-requests/2.31
2024-01-01 13:42:33,POST,/api/checkout,200,5,16130,192.168.5.155,Safari/17
2024-01-01 13:42:58,POST,/dashboard,400,21,427,192.168.1.143,Firefox/121
2024-01-01 13:43:16,GET,/api/cart,200,106,27521,192.168.10.69,Safari/17
2024-01-01 13:45:39,GET,/static/js/app.js,200,21,3560,192.168.4.113,Python-requests/2.31
2024-01-01 13:48:30,GET,/,304,155,27276,192.168.5.140,Googlebot/2.1
2024-01-01 13:59:56,PUT,/api/search,200,77,41849,192.168.4.21,Firefox/121
2024-01-01 14:02:14,GET,/dashboard,301,45,17684,192.168.1.31,PostmanRuntime/7.36
2024-01-01 14:04:38,GET,/api/users,201,241,15065,192.168.5.8,Edge/120
2024-01-01 14:06:13,POST,/api/analytics,201,373,48405,192.168.7.50,PostmanRuntime/7.36
2024-01-01 14:07:25,PUT,/docs,200,171,16776,192.168.3.148,Safari/17
2024-01-01 14:08:41,GET,/signup,200,92,40949,192.168.3.244,Chrome/120
2024-01-01 14:13:12,GET,/api/checkout,200,144,24814,192.168.1.155,curl/8.4
2024-01-01 14:14:24,GET,/static/css/main.css,200,13,44006,192.168.5.34,Edge/120
2024-01-01 14:16:38,GET,/api/users,401,9,259,192.168.5.180,Python-requests/2.31
2024-01-01 14:19:28,GET,/api/cart,404,418,131,192.168.2.14,curl/8.4
2024-01-01 14:25:38,GET,/signup,200,160,32595,192.168.5.163,Python-requests/2.31
2024-01-01 14:26:17,PUT,/dashboard,200,40,13703,192.168.2.75,Firefox/121
2024-01-01 14:31:02,GET,/settings,200,218,41571,192.168.10.190,curl/8.4
2024-01-01 14:35:36,GET,/images/logo.png,200,16,30658,192.168.1.205,Firefox/121
2024-01-01 14:42:12,GET,/static/js/app.js,200,137,40792,192.168.3.160,Firefox/121
2024-01-01 14:43:05,GET,/static/css/main.css,200,13,20595,192.168.8.226,Edge/120
2024-01-01 14:43:23,GET,/profile,200,41,6493,192.168.5.178,Python-requests/2.31
2024-01-01 14:43:42,GET,/settings,200,27,43952,192.168.9.87,Safari/17
2024-01-01 14:48:19,GET,/api/notifications,200,347,12063,192.168.9.159,Safari/17
2024-01-01 14:48:26,GET,/api/analytics,200,39,20617,192.168.6.170,PostmanRuntime/7.36
2024-01-01 14:57:31,GET,/settings,200,154,8326,192.168.6.230,Googlebot/2.1
2024-01-01 14:57:35,GET,/api/checkout,200,115,34154,192.168.6.240,Python-requests/2.31
2024-01-01 15:01:43,GET,/static/css/main.css,200,5,23951,192.168.4.34,Edge/120
2024-01-01 15:02:58,GET,/api/users,200,228,44321,192.168.10.97,Firefox/121
2024-01-01 15:04:10,POST,/api/users,200,128,31831,192.168.2.57,PostmanRuntime/7.36
2024-01-01 15:11:33,GET,/static/css/main.css,200,38,17074,192.168.6.3,Googlebot/2.1
2024-01-01 15:13:06,GET,/dashboard,200,207,19376,192.168.4.147,Edge/120
2024-01-01 15:17:21,POST,/docs,200,141,18855,192.168.3.14,PostmanRuntime/7.36
2024-01-01 15:18:19,GET,/docs,200,116,23585,192.168.6.112,curl/8.4
2024-01-01 15:20:27,GET,/static/js/app.js,301,281,15637,192.168.9.16,curl/8.4
2024-01-01 15:24:07,GET,/docs,200,163,34236,192.168.9.88,Chrome/120
2024-01-01 15:28:18,GET,/health,200,89,25263,192.168.3.127,Python-requests/2.31
2024-01-01 15:28:38,GET,/api/users,304,303,40918,192.168.2.10,Firefox/121
2024-01-01 15:29:37,GET,/signup,200,90,28111,192.168.4.79,PostmanRuntime/7.36
2024-01-01 15:36:01,GET,/images/logo.png,200,211,9893,192.168.5.250,Python-requests/2.31
2024-01-01 15:39:12,GET,/docs,200,65,40190,192.168.2.147,Firefox/121
2024-01-01 15:42:39,GET,/signup,200,155,7871,192.168.1.94,Firefox/121
2024-01-01 15:43:05,GET,/dashboard,200,64,9388,192.168.6.136,Python-requests/2.31
2024-01-01 15:43:43,POST,/docs,200,72,9486,192.168.5.227,Python-requests/2.31
2024-01-01 15:47:51,GET,/api/orders,200,13,8667,192.168.4.103,PostmanRuntime/7.36
2024-01-01 15:48:20,GET,/,200,5,7711,192.168.5.220,curl/8.4
2024-01-01 15:48:34,GET,/,200,128,4031,192.168.9.215,Chrome/120
2024-01-01 15:49:49,GET,/dashboard,200,444,41782,192.168.4.139,Python-requests/2.31
2024-01-01 15:56:12,GET,/docs,200,90,47642,192.168.10.8,Googlebot/2.1
2024-01-01 16:02:43,GET,/api/search,200,35,16619,192.168.6.175,Python-requests/2.31
2024-01-01 16:04:18,DELETE,/signup,200,132,1053,192.168.5.26,Chrome/120
2024-01-01 16:05:50,GET,/api/users,400,19,50,192.168.10.216,Chrome/120
2024-01-01 16:07:24,POST,/settings,401,21,178,192.168.9.50,Safari/17
2024-01-01 16:12:55,GET,/api/checkout,200,39,48576,192.168.8.207,Googlebot/2.1
2024-01-01 16:13:40,GET,/,503,486,345,192.168.8.69,Safari/17
2024-01-01 16:15:43,GET,/static/css/main.css,200,5,10980,192.168.8.211,Edge/120
2024-01-01 16:20:41,GET,/api/products,200,360,44807,192.168.5.226,Edge/120
2024-01-01 16:31:31,GET,/api/cart,301,288,40644,192.168.9.125,Safari/17
2024-01-01 16:32:23,GET,/static/js/app.js,400,75,78,192.168.5.32,Edge/120
2024-01-01 16:32:54,GET,/api/analytics,200,167,382,192.168.7.192,PostmanRuntime/7.36
2024-01-01 16:41:36,GET,/api/search,200,30,33534,192.168.10.244,Safari/17
2024-01-01 16:42:56,POST,/static/js/app.js,200,22,19820,192.168.3.82,PostmanRuntime/7.36
2024-01-01 16:45:39,GET,/api/users,304,44,38743,192.168.3.151,curl/8.4
2024-01-01 16:48:28,GET,/api/cart,200,15,2162,192.168.7.6,curl/8.4
2024-01-01 16:52:59,GET,/dashboard,200,5,6571,192.168.1.118,Chrome/120
2024-01-01 16:53:49,GET,/settings,200,327,45846,192.168.8.192,Python-requests/2.31
2024-01-01 17:01:34,GET,/settings,200,35,2346,192.168.5.207,Edge/120
2024-01-01 17:02:24,GET,/dashboard,200,5,45390,192.168.8.236,PostmanRuntime/7.36
2024-01-01 17:06:54,GET,/api/notifications,200,215,35962,192.168.10.107,Firefox/121
2024-01-01 17:07:25,GET,/api/auth/token,404,711,270,192.168.7.140,Chrome/120
2024-01-01 17:19:40,POST,/api/analytics,200,38,33839,192.168.8.61,curl/8.4
2024-01-01 17:25:18,GET,/login,200,237,24750,192.168.10.171,Chrome/120
2024-01-01 17:27:44,PUT,/images/logo.png,200,141,29845,192.168.9.179,Safari/17
2024-01-01 17:27:55,GET,/api/auth/token,200,22,33214,192.168.1.127,Chrome/120
2024-01-01 17:28:07,GET,/settings,201,30,39828,192.168.10.96,curl/8.4
2024-01-01 17:30:32,POST,/api/products,400,319,351,192.168.8.226,Python-requests/2.31
2024-01-01 17:36:53,GET,/api/notifications,200,129,34327,192.168.1.31,Safari/17
2024-01-01 17:44:36,GET,/api/cart,500,2190,66,192.168.3.155,curl/8.4
2024-01-01 17:50:00,GET,/api/analytics,200,17,33831,192.168.7.67,Safari/17
2024-01-01 17:55:14,GET,/dashboard,200,14,17347,192.168.10.95,PostmanRuntime/7.36
2024-01-01 17:55:17,GET,/api/search,401,12,275,192.168.1.241,Googlebot/2.1
2024-01-01 17:55:50,GET,/api/products,400,60,330,192.168.2.69,Python-requests/2.31
2024-01-01 17:56:53,GET,/,200,33,37766,192.168.2.31,Safari/17
2024-01-01 18:00:00,GET,/docs,200,91,5665,192.168.3.43,Firefox/121
2024-01-01 18:04:04,GET,/api/auth/token,304,82,28111,192.168.10.242,PostmanRuntime/7.36
2024-01-01 18:17:48,GET,/api/orders,200,102,4925,192.168.5.79,PostmanRuntime/7.36
2024-01-01 18:24:53,POST,/api/analytics,301,103,35413,192.168.10.157,Python-requests/2.31
2024-01-01 18:27:15,GET,/static/js/app.js,404,35,469,192.168.2.179,Firefox/121
2024-01-01 18:33:28,GET,/api/notifications,200,12,19557,192.168.10.154,curl/8.4
2024-01-01 18:48:41,POST,/docs,401,671,193,192.168.6.78,Edge/120
2024-01-01 19:04:33,POST,/api/analytics,200,15,5436,192.168.7.48,Googlebot/2.1
2024-01-01 19:07:22,GET,/api/checkout,200,148,27690,192.168.9.214,Googlebot/2.1
2024-01-01 19:16:22,GET,/api/checkout,200,408,47542,192.168.3.250,Safari/17
2024-01-01 19:19:49,DELETE,/images/logo.png,200,16,31596,192.168.10.23,Chrome/120
2024-01-01 19:23:06,GET,/api/analytics,200,395,12786,192.168.3.111,Safari/17
2024-01-01 19:31:30,GET,/profile,400,25,350,192.168.9.239,Safari/17
2024-01-01 19:34:43,POST,/api/users,200,299,38955,192.168.5.140,Edge/120
2024-01-01 19:40:10,GET,/health,200,8,22203,192.168.2.80,Edge/120
2024-01-01 19:40:30,GET,/health,200,56,17035,192.168.4.17,Googlebot/2.1
2024-01-01 19:44:56,GET,/api/users,200,95,8231,192.168.7.40,Googlebot/2.1
2024-01-01 19:51:28,GET,/api/analytics,200,26,26337,192.168.10.210,Python-requests/2.31
2024-01-01 19:56:05,GET,/signup,200,80,38180,192.168.3.78,Python-requests/2.31
2024-01-01 20:00:24,POST,/api/analytics,200,5,11654,192.168.8.57,PostmanRuntime/7.36
2024-01-01 20:03:51,GET,/api/orders,304,132,29729,192.168.10.233,Edge/120
2024-01-01 20:04:09,GET,/login,404,45,273,192.168.3.209,Safari/17
2024-01-01 20:04:27,GET,/login,200,124,37221,192.168.7.94,Edge/120
2024-01-01 20:13:50,GET,/docs,400,18,252,192.168.7.176,Chrome/120
2024-01-01 20:14:08,GET,/api/orders,200,336,35371,192.168.8.187,Edge/120
2024-01-01 20:21:03,GET,/api/search,301,460,26580,192.168.7.196,Googlebot/2.1
2024-01-01 20:21:05,GET,/signup,201,89,7980,192.168.2.12,curl/8.4
2024-01-01 20:24:02,GET,/,201,23,30622,192.168.4.149,Safari/17
2024-01-01 20:25:32,GET,/settings,200,5,3511,192.168.9.247,PostmanRuntime/7.36
2024-01-01 21:12:28,GET,/api/users,200,70,3765,192.168.10.251,Safari/17
2024-01-01 21:26:27,GET,/api/users,200,925,2614,192.168.4.149,Firefox/121
2024-01-01 21:27:05,GET,/docs,200,5,36473,192.168.10.25,Firefox/121
2024-01-01 21:29:55,POST,/static/css/main.css,200,27,33208,192.168.1.178,PostmanRuntime/7.36
2024-01-01 21:33:28,GET,/login,200,135,7145,192.168.5.153,Firefox/121
2024-01-01 22:15:36,GET,/signup,304,11,32080,192.168.10.250,Python-requests/2.31
2024-01-01 22:45:07,GET,/api/products,200,54,48020,192.168.1.198,Python-requests/2.31
2024-01-01 22:56:13,GET,/dashboard,200,34,1551,192.168.1.141,Googlebot/2.1
2024-01-01 23:30:34,GET,/static/js/app.js,200,77,20551,192.168.2.168,Edge/120
2024-01-02 00:26:41,POST,/static/css/main.css,200,26,714,192.168.8.135,Safari/17
2024-01-02 00:42:19,GET,/docs,200,85,20987,192.168.1.243,Python-requests/2.31
2024-01-02 01:41:50,GET,/dashboard,200,67,9677,192.168.6.241,Python-requests/2.31
2024-01-02 01:46:29,DELETE,/images/logo.png,200,236,18779,192.168.4.55,Safari/17
2024-01-02 01:51:51,GET,/api/analytics,400,227,69,192.168.4.41,Chrome/120
2024-01-02 02:49:49,GET,/api/search,301,292,45282,192.168.6.109,Googlebot/2.1
2024-01-02 02:52:52,GET,/images/logo.png,200,166,21086,192.168.1.240,curl/8.4
2024-01-02 02:57:50,POST,/static/css/main.css,200,9,16333,192.168.8.69,Safari/17
2024-01-02 03:24:49,GET,/api/checkout,200,143,26538,192.168.5.52,curl/8.4
2024-01-02 03:25:34,POST,/dashboard,304,123,6549,192.168.9.113,Python-requests/2.31
2024-01-02 03:38:01,GET,/settings,400,139,120,192.168.1.166,curl/8.4
2024-01-02 04:31:06,GET,/api/search,200,452,44655,192.168.10.217,PostmanRuntime/7.36
2024-01-02 04:49:40,GET,/api/orders,200,183,14906,192.168.1.66,Chrome/120
2024-01-02 04:56:39,GET,/dashboard,200,50,40160,192.168.6.35,Chrome/120
2024-01-02 05:13:22,POST,/static/js/app.js,404,14,243,192.168.10.251,PostmanRuntime/7.36
2024-01-02 05:31:10,GET,/api/cart,304,90,19033,192.168.8.45,PostmanRuntime/7.36
2024-01-02 05:58:46,GET,/api/products,200,28,49173,192.168.7.20,Googlebot/2.1
2024-01-02 06:02:42,GET,/api/users,200,87,20327,192.168.7.206,PostmanRuntime/7.36
2024-01-02 06:03:00,GET,/dashboard,200,55,37490,192.168.4.175,Safari/17
2024-01-02 06:18:57,GET,/settings,200,38,26844,192.168.3.27,Googlebot/2.1
2024-01-02 06:27:41,GET,/api/users,200,197,26865,192.168.5.32,PostmanRuntime/7.36
2024-01-02 06:28:03,GET,/static/css/main.css,200,34,27878,192.168.1.24,Safari/17
2024-01-02 06:32:57,POST,/,200,5,24510,192.168.3.93,Firefox/121
2024-01-02 06:40:40,POST,/static/css/main.css,200,52,30115,192.168.3.116,Python-requests/2.31
2024-01-02 06:42:33,GET,/profile,200,235,35394,192.168.3.245,Safari/17
2024-01-02 06:44:06,GET,/api/notifications,201,394,25955,192.168.1.161,Googlebot/2.1
2024-01-02 06:50:13,GET,/api/auth/token,201,22,6982,192.168.8.86,Edge/120
2024-01-02 06:57:01,GET,/api/analytics,400,94,317,192.168.4.146,Edge/120
2024-01-02 07:05:46,GET,/login,200,214,38119,192.168.9.150,curl/8.4
2024-01-02 07:07:29,GET,/settings,200,13,44715,192.168.10.217,Edge/120
2024-01-02 07:11:08,POST,/signup,200,153,41092,192.168.5.190,PostmanRuntime/7.36
2024-01-02 07:16:55,GET,/api/cart,200,155,30154,192.168.1.92,Python-requests/2.31
2024-01-02 07:17:21,GET,/api/users,404,42,226,192.168.6.162,Firefox/121
2024-01-02 07:17:23,GET,/profile,301,86,13176,192.168.9.9,PostmanRuntime/7.36
2024-01-02 07:24:32,GET,/signup,200,17,29745,192.168.3.202,PostmanRuntime/7.36
2024-01-02 07:26:51,GET,/api/search,200,84,48520,192.168.8.224,curl/8.4
2024-01-02 07:32:16,GET,/static/css/main.css,401,81,90,192.168.2.176,PostmanRuntime/7.36
2024-01-02 07:42:51,POST,/,200,15,12910,192.168.7.121,Edge/120
2024-01-02 07:52:12,GET,/profile,500,268,406,192.168.1.236,Googlebot/2.1
2024-01-02 07:52:44,GET,/dashboard,200,110,49789,192.168.7.32,Googlebot/2.1
2024-01-02 07:58:14,GET,/static/css/main.css,200,17,3048,192.168.10.145,Firefox/121
2024-01-02 08:00:53,GET,/api/analytics,201,236,46180,192.168.8.198,curl/8.4
2024-01-02 08:01:11,GET,/health,401,130,176,192.168.5.234,Safari/17
2024-01-02 08:02:10,GET,/static/js/app.js,200,52,21187,192.168.5.183,Firefox/121
2024-01-02 08:02:50,GET,/api/checkout,304,18,19500,192.168.5.109,Safari/17
2024-01-02 08:08:36,GET,/api/products,200,284,1906,192.168.6.216,Googlebot/2.1
2024-01-02 08:11:00,GET,/dashboard,400,207,178,192.168.5.78,Edge/120
2024-01-02 08:14:16,GET,/api/notifications,503,250,477,192.168.7.31,curl/8.4
2024-01-02 08:15:58,GET,/images/logo.png,400,50,482,192.168.6.99,Chrome/120
