id_accident,jour,mois,annee,heure_minute,luminosite,meteo,type_collision,departement,commune,agglomeration,categorie_route,regime_circulation,profil_route,etat_surface
202300000028,7,5,2023,22:00,5,1,2,82,82072,2,3,2,1,1
202300000029,8,5,2023,11:00,1,1,6,11,11257,1,3,2,1,1
202300000030,3,5,2023,15:15,1,1,1,63,63430,2,3,2,1,1
202300000031,6,5,2023,23:20,3,1,6,47,47052,1,3,2,1,1
202300000032,6,5,2023,18:20,1,1,7,39,39370,1,3,2,2,1
202300000033,7,5,2023,12:30,1,1,3,29,29105,2,4,2,2,1
202300000034,6,5,2023,19:25,1,1,1,29,29024,1,4,2,1,2
202300000035,8,5,2023,17:54,1,2,2,29,29037,1,3,2,1,2
202300000036,8,5,2023,15:25,1,1,7,26,26306,1,3,2,1,1
202300000037,8,5,2023,01:45,3,5,7,60,60647,1,4,2,2,2
202300000038,6,5,2023,04:45,2,1,7,45,45108,1,3,3,1,1
202300000039,8,5,2023,14:15,1,1,3,64,64538,1,3,2,2,1
202300000040,7,5,2023,12:35,1,1,6,16,16132,2,3,2,1,1
202300000041,8,5,2023,16:30,1,7,3,07,07167,1,3,2,2,1
202300000041,8,5,2023,16:30,1,7,3,07,07167,1,3,2,2,1
202300000042,5,5,2023,12:15,1,1,6,17,17218,2,4,2,1,1
202300000043,7,5,2023,22:55,3,1,3,23,23029,1,3,2,1,1
202300000043,7,5,2023,22:55,3,1,3,23,23029,1,3,2,1,1
202300000044,6,5,2023,09:20,1,7,3,87,87151,2,3,2,2,1
202300000044,6,5,2023,09:20,1,7,3,87,87151,2,3,-1,1,-1
202300000045,7,5,2023,16:15,1,1,6,30,30147,1,3,2,1,1
202300000046,7,5,2023,21:45,3,2,2,67,67205,1,1,3,1,2
202300000047,8,5,2023,07:45,2,1,3,34,34333,1,3,1,1,1
202300000048,5,5,2023,22:15,3,1,2,64,64021,1,1,3,1,1
202300000049,8,5,2023,02:20,3,1,4,34,34172,1,1,3,1,1
202300000050,8,5,2023,13:00,1,1,2,62,62761,1,1,3,1,1
202300000051,7,5,2023,14:00,1,1,6,987,98714,1,2,2,2,1
202300000052,7,5,2023,00:30,5,1,1,987,98714,1,2,2,1,1
202300000053,7,5,2023,18:55,5,1,6,971,97126,2,4,2,2,1
202300000054,4,5,2023,21:45,3,1,1,2B,2B140,1,2,2,1,1
202300000055,8,5,2023,17:45,1,1,6,66,66030,1,3,3,1,1
202300000056,7,5,2023,16:10,1,1,3,34,34059,1,3,2,2,1
202300000057,24,4,2023,20:00,1,1,6,34,34145,2,9,1,1,1
202300000058,18,4,2023,17:00,1,1,6,34,34344,2,6,-1,1,1
202300000059,8,5,2023,15:20,1,1,1,83,83037,1,3,2,1,1
202300000060,7,5,2023,22:30,3,3,6,63,63248,1,3,2,4,2
202300000061,8,5,2023,18:30,1,1,7,38,38405,1,3,2,1,1
202300000062,7,5,2023,14:45,1,2,3,69,69019,2,3,2,1,2
202300000062,7,5,2023,14:45,1,2,3,69,69019,2,3,2,1,2
202300000063,8,5,2023,15:56,1,1,7,64,64139,1,3,2,1,1
202300000064,4,5,2023,15:50,1,1,3,33,33019,2,3,-1,1,1
202300000065,6,5,2023,20:45,2,2,6,29,29169,1,4,2,2,2
202300000066,5,5,2023,08:45,2,7,5,22,22339,1,3,2,2,1
202300000066,5,5,2023,08:45,2,7,5,22,22339,1,3,2,1,1
202300000067,7,5,2023,11:45,1,2,6,80,80313,1,1,3,1,2
202300000068,4,5,2023,17:00,1,1,6,62,62014,2,4,2,1,1
202300000069,7,5,2023,04:40,3,1,5,13,13043,1,1,1,1,1
202300000070,7,5,2023,01:32,5,1,2,13,13212,1,1,1,2,1
202300000071,6,5,2023,15:15,1,1,2,83,83137,1,1,3,1,1
202300000072,5,5,2023,08:45,1,1,2,83,83137,2,1,3,1,1
202300000073,28,3,2023,23:29,1,1,7,973,97309,2,3,2,1,1
202300000074,5,5,2023,08:15,1,1,2,83,83137,1,1,1,2,1
202300000075,7,5,2023,16:10,1,1,6,91,91521,1,2,-1,2,2
202300000076,28,3,2023,07:50,1,1,3,69,69383,2,4,1,1,1
202300000076,28,3,2023,07:50,1,1,3,69,69383,2,4,1,1,1
202300000077,7,5,2023,12:30,1,1,2,91,91689,1,1,-1,1,1
202300000078,28,3,2023,14:40,1,1,3,972,97213,2,3,1,1,1
202300000078,28,3,2023,14:40,1,1,3,972,97213,2,3,2,1,1
202300000079,7,5,2023,09:10,1,1,7,91,91553,1,2,1,1,2
202300000080,23,3,2023,15:11,1,1,7,972,97213,1,3,2,2,1
202300000081,7,5,2023,07:14,2,2,2,91,91589,1,1,1,1,2
202300000082,28,3,2023,17:10,2,1,6,972,97209,1,2,1,1,1
202300000083,7,5,2023,01:00,5,3,2,94,94003,1,1,1,1,2
202300000084,27,3,2023,22:35,4,1,3,972,97209,2,4,2,3,1
202300000084,27,3,2023,22:35,4,1,3,972,97209,2,4,2,1,1
202300000085,7,5,2023,05:25,4,3,7,78,78646,1,2,-1,2,3
202300000086,27,3,2023,16:10,1,1,6,972,97209,2,3,2,2,1
202300000087,7,5,2023,10:00,1,2,6,93,93066,1,1,3,4,2
202300000088,27,3,2023,21:30,5,1,6,69,69149,2,4,1,2,1
202300000088,27,3,2023,21:30,5,1,6,69,69149,2,4,1,2,1
202300000089,7,5,2023,08:00,1,3,3,93,93005,1,1,3,1,3
202300000090,27,3,2023,18:00,1,1,3,95,95424,2,3,2,2,1
202300000091,7,5,2023,20:00,1,8,4,94,94042,1,1,3,1,2
202300000092,28,3,2023,18:10,1,1,6,91,91589,2,3,1,2,1
202300000093,7,5,2023,01:19,3,3,6,94,94017,1,1,-1,1,3
202300000094,28,3,2023,07:00,5,1,2,91,91027,2,3,2,1,1
202300000095,7,5,2023,00:43,3,3,2,94,94073,1,1,3,1,2
202300000096,27,3,2023,13:50,1,1,3,91,91228,2,3,2,1,1
202300000096,27,3,2023,13:50,1,1,3,91,91228,2,3,2,1,1
202300000097,5,5,2023,14:00,1,1,3,976,97611,2,4,2,1,1
202300000098,28,3,2023,09:03,1,1,3,87,87085,2,4,1,2,1
202300000098,28,3,2023,09:03,1,1,3,87,87085,2,4,2,1,1
202300000099,6,5,2023,18:10,1,1,2,974,97411,2,2,2,1,1
202300000100,6,5,2023,15:00,1,1,6,974,97411,2,4,1,1,1
202300000101,27,3,2023,08:24,1,1,2,83,83137,2,3,1,1,1
202300000102,17,3,2023,16:15,1,1,6,80,80021,2,4,2,1,1
202300000103,5,5,2023,16:00,1,1,3,974,97411,2,4,2,1,1
202300000103,5,5,2023,16:00,1,1,3,974,97411,2,4,2,1,1
202300000104,6,5,2023,19:20,1,1,6,69,69382,2,4,1,1,1
202300000104,6,5,2023,19:20,1,1,6,69,69382,2,4,1,1,1
202300000105,28,3,2023,11:45,1,1,1,78,78551,1,2,2,1,1
202300000105,28,3,2023,11:45,1,1,1,78,78551,1,2,-1,1,1
202300000106,6,5,2023,14:50,1,1,3,2B,2B033,2,3,1,2,1
202300000106,6,5,2023,14:50,1,1,3,2B,2B033,2,3,2,2,1
202300000107,1,12,2023,09:50,1,1,3,2A,2A139,1,3,2,1,1
202300000107,1,12,2023,09:50,1,1,3,2A,2A139,1,3,-1,-1,-1
202300000108,6,5,2023,01:45,3,1,7,971,97101,1,2,2,1,1
202300000109,30,11,2023,15:00,1,1,3,2B,2B043,2,3,2,1,1
202300000110,28,3,2023,16:30,1,1,6,76,76231,2,4,2,1,1
202300000110,28,3,2023,16:30,1,1,6,76,76231,2,4,2,1,1
202300000111,4,5,2023,19:00,5,1,3,971,97105,2,4,2,1,1
202300000111,4,5,2023,19:00,5,1,3,971,97105,2,4,2,1,1
202300000112,28,3,2023,16:55,1,1,6,74,74012,2,4,1,1,1
202300000113,30,11,2023,16:45,2,2,3,71,71357,1,3,2,3,2
202300000113,30,11,2023,16:45,2,2,3,71,71357,1,3,2,1,2
202300000114,30,11,2023,16:15,1,3,7,63,63145,1,3,2,2,2
202300000115,27,3,2023,18:25,1,1,2,72,72181,1,3,3,1,1
202300000116,27,11,2023,12:00,1,2,6,61,61486,2,4,-1,2,2
202300000117,28,3,2023,18:15,1,1,3,69,69199,1,7,1,1,1
202300000117,28,3,2023,18:15,1,1,3,69,69199,1,7,1,1,1
202300000118,30,11,2023,14:50,1,3,2,61,61369,1,3,2,1,2
202300000119,15,11,2023,18:10,3,1,6,61,61473,1,3,2,2,2
202300000120,27,3,2023,16:16,1,1,2,66,66136,2,4,2,1,1
202300000120,27,3,2023,16:16,1,1,2,66,66136,2,4,2,1,1
202300000121,1,12,2023,12:30,1,1,6,86,86082,1,3,2,1,2
202300000122,2,5,2023,13:55,1,1,4,70,70378,2,2,2,1,1
202300000123,28,3,2023,18:00,1,1,1,65,65433,2,4,-1,1,1
202300000123,28,3,2023,18:00,1,1,1,65,65433,2,4,-1,1,1
202300000124,30,11,2023,17:28,2,2,1,44,44081,1,3,2,1,2
202300000125,30,11,2023,13:50,1,1,5,29,29031,1,3,2,1,2
202300000125,30,11,2023,13:50,1,1,5,29,29031,1,3,-1,1,1
202300000126,5,5,2023,12:20,1,1,4,69,69266,2,7,1,1,1
202300000127,28,3,2023,19:20,1,1,3,64,64445,2,4,-1,1,1
202300000127,28,3,2023,19:20,1,1,3,64,64445,2,4,-1,1,1
202300000128,1,12,2023,13:55,1,3,6,38,38130,1,3,2,2,2
202300000129,27,3,2023,17:25,1,1,4,64,64129,2,4,2,1,1
202300000130,1,12,2023,07:50,2,3,3,26,26108,1,3,2,2,3
202300000130,1,12,2023,07:50,2,3,3,26,26108,1,3,2,2,3
202300000131,26,3,2023,14:06,1,1,7,63,63113,2,4,2,1,1
202300000132,6,5,2023,06:20,2,1,1,64,64125,2,3,2,4,1
202300000133,30,11,2023,21:00,3,5,6,54,54435,1,4,-1,1,2
202300000134,28,11,2023,16:53,2,1,6,60,60509,2,4,2,1,1
202300000135,28,3,2023,07:50,1,1,1,60,60159,1,2,2,1,2
202300000136,1,12,2023,15:40,1,8,1,16,16016,1,3,2,2,2
202300000137,30,11,2023,18:40,3,8,2,53,53084,1,3,2,1,2
202300000138,28,3,2023,01:32,5,1,3,59,59512,2,4,2,1,1
202300000138,28,3,2023,01:32,5,1,3,59,59512,2,4,2,1,1
202300000139,1,12,2023,18:30,5,8,1,85,85042,2,3,2,1,1
202300000139,1,12,2023,18:30,5,8,1,85,85042,2,3,2,1,1
202300000140,28,3,2023,08:07,1,1,3,57,57480,2,4,2,1,1
202300000141,30,11,2023,16:00,1,1,1,28,28391,1,3,2,1,1
202300000142,28,3,2023,07:48,2,1,3,56,56162,2,3,2,1,1
202300000142,28,3,2023,07:48,2,1,3,56,56162,2,3,2,1,1
202300000143,28,3,2023,07:15,2,1,2,54,54382,1,2,3,1,1
202300000144,30,11,2023,16:30,1,1,3,37,37231,1,3,2,1,2
202300000144,30,11,2023,16:30,1,1,3,37,37231,1,3,2,1,2
202300000145,1,12,2023,17:50,3,2,6,52,52094,1,3,2,2,2
202300000146,28,3,2023,17:45,1,1,3,51,51108,2,4,2,1,1
202300000146,28,3,2023,17:45,1,1,3,51,51108,2,4,-1,1,1
202300000147,27,3,2023,18:00,1,1,2,49,49246,2,3,2,1,1
202300000148,29,11,2023,12:10,1,1,6,88,88372,1,3,2,2,1
202300000149,27,3,2023,12:05,1,1,3,49,49007,2,4,2,1,1
202300000149,27,3,2023,12:05,1,1,3,49,49007,2,4,1,1,1
202300000150,30,11,2023,20:30,5,1,1,987,98752,2,2,2,1,1
202300000151,28,3,2023,23:00,5,1,6,37,37233,2,4,2,1,1
202300000152,1,12,2023,08:30,1,8,7,10,10438,1,1,3,1,2
202300000153,28,3,2023,07:50,1,1,6,37,37122,2,4,2,1,2
202300000154,1,12,2023,07:30,1,1,3,973,97309,1,3,3,1,1
202300000155,28,3,2023,09:14,1,1,3,37,37261,2,4,2,2,1
202300000155,28,3,2023,09:14,1,1,3,37,37261,2,4,-1,2,1
202300000156,28,3,2023,05:30,5,1,2,37,37261,2,4,2,2,1
202300000157,1,12,2023,18:00,5,2,3,06,06085,1,3,2,2,2
202300000158,19,3,2023,11:30,1,3,7,36,36044,2,4,2,1,2
202300000159,1,12,2023,13:30,1,2,7,13,13091,1,3,2,2,2
202300000160,28,3,2023,09:44,1,1,2,35,35278,2,4,2,1,1
202300000161,28,3,2023,13:25,1,1,6,31,31555,2,7,2,1,1
202300000162,30,11,2023,17:54,3,2,6,91,91200,2,4,2,1,2
202300000163,28,3,2023,15:40,1,2,6,29,29232,2,4,2,1,2
202300000164,1,12,2023,11:10,1,8,6,66,66037,1,3,3,1,2
202300000165,28,3,2023,13:10,1,1,2,29,29232,2,3,3,1,1
202300000166,1,12,2023,17:35,5,2,6,30,30307,2,2,2,1,2
202300000167,28,3,2023,12:50,1,1,2,27,27229,1,4,3,1,1
202300000168,28,3,2023,16:03,1,1,3,22,22278,2,4,-1,1,1
202300000168,28,3,2023,16:03,1,1,3,22,22278,2,4,2,1,1
202300000169,10,11,2023,20:40,5,1,3,84,84092,1,3,2,1,1
202300000169,10,11,2023,20:40,5,1,3,84,84092,1,3,-1,-1,-1
202300000170,28,3,2023,11:46,1,1,2,17,17306,2,4,2,1,1
202300000171,30,11,2023,18:45,5,2,6,21,21263,2,7,2,1,2
202300000172,28,3,2023,18:22,1,1,1,13,13201,2,4,-1,1,1
202300000173,30,11,2023,16:07,1,2,6,63,63247,1,3,2,2,2
202300000174,28,3,2023,14:30,1,1,1,13,13202,2,4,2,1,1
202300000174,28,3,2023,14:30,1,1,1,13,13202,2,4,2,1,1
202300000175,1,12,2023,16:10,1,2,3,01,01043,1,3,2,1,2
202300000176,28,3,2023,11:00,1,1,5,13,13209,2,4,1,1,1
202300000177,27,3,2023,18:20,1,1,3,13,13202,2,4,2,1,1
202300000177,27,3,2023,18:20,1,1,3,13,13202,2,4,2,1,1
202300000178,30,11,2023,22:00,4,5,6,86,86095,2,3,2,1,1
202300000179,28,3,2023,12:16,1,1,6,11,11069,2,4,2,2,1
202300000180,30,7,2023,23:30,5,1,3,85,85092,2,4,2,1,1
202300000181,27,3,2023,15:28,1,1,6,10,10357,2,4,1,1,1
202300000181,27,3,2023,15:28,1,1,6,10,10357,2,4,-1,1,1
202300000182,23,3,2023,15:55,1,1,3,08,08409,2,3,2,1,1
202300000182,23,3,2023,15:55,1,1,3,08,08409,2,3,2,1,1
202300000183,30,11,2023,18:55,3,1,7,02,02798,1,3,2,1,6
202300000184,28,3,2023,20:03,1,1,3,06,06088,2,4,2,1,1
202300000185,28,3,2023,16:38,1,1,7,06,06027,2,7,1,1,1
202300000186,30,11,2023,17:44,5,1,3,13,13085,1,1,-1,1,1
202300000187,27,3,2023,09:15,1,1,2,974,97411,1,3,2,2,1
202300000188,29,11,2023,12:25,1,1,2,13,13070,1,1,-1,1,1
202300000189,27,3,2023,16:08,1,1,3,973,97302,2,4,2,1,1
202300000190,27,3,2023,12:00,1,1,3,973,97302,2,4,2,1,1
202300000190,27,3,2023,12:00,1,1,3,973,97302,2,4,1,1,1
202300000191,29,11,2023,09:05,1,1,2,13,13117,1,1,-1,1,1
202300000192,26,3,2023,04:00,3,2,7,973,97302,2,3,2,1,2
202300000193,30,11,2023,07:20,4,1,7,33,33249,1,2,3,1,2
202300000194,25,3,2023,12:49,1,1,3,973,97302,2,4,2,1,1
202300000195,30,11,2023,06:00,3,3,6,33,33080,1,1,3,1,2
202300000196,27,3,2023,21:15,5,1,3,69,69388,2,4,2,1,1
202300000196,27,3,2023,21:15,5,1,3,69,69388,2,4,2,1,1
202300000197,27,3,2023,21:00,3,1,3,69,69386,2,4,1,1,1
202300000197,27,3,2023,21:00,3,1,3,69,69386,2,4,1,1,1
202300000198,30,11,2023,09:45,1,1,4,91,91228,1,1,3,1,1
202300000199,27,3,2023,17:00,1,1,6,69,69386,2,4,2,1,1
202300000199,27,3,2023,17:00,1,1,6,69,69386,2,4,1,1,1
202300000200,26,3,2023,20:00,5,1,6,972,97209,2,3,2,1,1
202300000201,30,11,2023,17:45,3,1,5,95,95394,1,3,3,1,1
202300000202,28,3,2023,00:15,5,1,6,69,69385,2,4,1,2,1
202300000203,8,8,2023,13:00,1,1,3,93,93048,2,4,-1,1,1
202300000203,8,8,2023,13:00,1,1,3,93,93048,2,4,1,1,1
202300000204,30,11,2023,06:35,3,1,3,95,95018,1,1,3,1,1
202300000205,27,3,2023,15:54,1,1,3,2B,2B304,2,3,2,1,1
202300000206,22,11,2023,12:15,1,1,3,93,93010,2,3,2,1,1
202300000207,30,11,2023,01:30,3,1,6,95,95572,1,1,1,2,6
202300000208,29,11,2023,19:20,1,1,6,95,95018,1,1,3,1,1
202300000209,25,11,2023,13:45,1,7,6,93,93010,2,3,2,1,1
202300000209,25,11,2023,13:45,1,7,6,93,93010,2,3,2,1,1
202300000210,27,3,2023,17:45,1,1,3,81,81257,2,3,2,1,1
202300000210,27,3,2023,17:45,1,1,3,81,81257,2,3,2,1,1
202300000211,25,11,2023,14:00,1,1,6,93,93057,2,3,3,1,1
202300000212,25,3,2023,02:20,3,1,6,77,77305,2,3,2,2,1
202300000213,29,11,2023,14:00,1,1,4,95,95218,1,1,1,1,1
202300000214,25,3,2023,13:45,1,1,3,76,76351,2,4,2,2,2
202300000215,27,11,2023,08:55,1,2,3,93,93059,2,3,3,1,2
202300000216,2,12,2023,11:40,1,1,6,93,93072,2,4,1,1,1
202300000217,27,3,2023,03:00,5,1,3,67,67482,2,4,1,1,1
202300000217,27,3,2023,03:00,5,1,3,67,67482,2,4,3,1,1
202300000218,29,11,2023,07:00,3,1,4,93,93064,1,1,3,1,1
202300000219,2,12,2023,16:00,1,1,3,93,93059,2,3,1,1,1
202300000219,2,12,2023,16:00,1,1,3,93,93059,2,3,3,1,1
202300000220,24,3,2023,12:30,1,2,3,67,67482,2,4,2,1,2
202300000220,24,3,2023,12:30,1,2,3,67,67482,2,4,2,1,2
202300000221,31,8,2023,12:45,1,1,2,14,14724,1,3,2,1,2
202300000222,4,12,2023,06:45,4,3,3,93,93072,2,3,2,1,2
202300000222,4,12,2023,06:45,4,3,3,93,93072,2,3,3,1,2
202300000223,24,3,2023,10:50,1,2,2,67,67482,2,4,1,1,2
202300000224,28,11,2023,12:25,1,1,3,973,97302,2,3,2,1,1
202300000224,28,11,2023,12:25,1,1,3,973,97302,2,3,2,1,1
202300000225,24,3,2023,05:20,5,2,3,67,67482,2,4,2,1,2
202300000225,24,3,2023,05:20,5,2,3,67,67482,2,4,1,1,2
202300000226,8,12,2023,14:30,1,1,5,93,93057,2,3,3,1,1
202300000227,29,11,2023,19:30,5,1,6,69,69383,2,4,2,1,1
202300000228,11,12,2023,08:05,1,8,6,93,93057,2,3,3,1,2
202300000229,25,3,2023,21:13,5,1,3,66,66136,2,4,2,1,1
202300000229,25,3,2023,21:13,5,1,3,66,66136,2,4,3,1,1
202300000230,29,11,2023,07:52,1,1,6,69,69387,2,4,2,1,1
202300000230,29,11,2023,07:52,1,1,6,69,69387,2,4,2,1,1
202300000231,25,3,2023,10:39,1,1,3,66,66136,2,4,2,2,1
202300000232,18,12,2023,17:50,3,1,3,50,50551,1,3,2,1,1
202300000232,18,12,2023,17:50,3,1,3,50,50551,1,3,2,1,1
202300000233,29,11,2023,09:20,1,1,2,972,97213,2,2,2,1,1
202300000234,24,3,2023,13:00,1,1,2,66,66136,2,4,2,1,1
202300000235,21,12,2023,21:28,5,1,6,93,93059,2,3,3,1,2
202300000235,21,12,2023,21:28,5,1,6,93,93059,2,3,3,1,2
202300000236,27,3,2023,22:00,5,1,6,64,64024,2,4,2,1,1
202300000237,29,11,2023,07:00,1,1,3,972,97213,2,2,2,1,1
202300000238,25,12,2023,21:30,5,1,3,93,93057,2,3,3,1,1
202300000238,25,12,2023,21:30,5,1,3,93,93057,2,3,1,1,1
202300000239,29,11,2023,08:04,1,1,6,972,97209,2,2,2,1,1
202300000240,24,3,2023,13:27,1,1,3,63,63113,2,4,2,2,1
202300000240,24,3,2023,13:27,1,1,3,63,63113,2,4,2,2,1
202300000241,26,12,2023,10:20,1,1,3,93,93010,2,3,-1,1,1
202300000242,27,3,2023,19:55,1,1,6,59,59279,2,4,1,1,1
202300000242,27,3,2023,19:55,1,1,6,59,59279,2,4,2,1,1
202300000243,27,11,2023,13:55,1,1,3,2B,2B353,2,3,2,1,1
202300000244,27,12,2023,18:15,5,1,6,93,93010,2,4,3,1,1
202300000244,27,12,2023,18:15,5,1,6,93,93010,2,4,2,1,1
202300000245,26,3,2023,17:00,1,2,3,59,59410,2,7,1,1,2
202300000245,26,3,2023,17:00,1,2,3,59,59410,2,7,1,1,2
202300000246,29,11,2023,19:05,2,1,2,91,91027,2,4,2,1,1
202300000247,27,12,2023,20:30,4,2,6,93,93010,2,3,3,1,2
202300000248,28,12,2023,15:55,1,1,7,93,93057,2,4,3,1,1
202300000249,25,3,2023,22:22,5,2,1,56,56121,2,4,2,1,2
202300000250,29,11,2023,08:10,2,1,2,87,87085,2,4,2,1,1
202300000251,29,12,2023,14:45,1,1,6,93,93010,2,4,2,1,1
202300000252,27,3,2023,06:40,2,1,6,54,54025,2,7,2,1,1
202300000253,13,2,2023,19:05,5,1,6,93,93059,2,3,3,1,1
202300000254,29,11,2023,16:25,1,1,3,86,86027,2,3,-1,1,1
202300000254,29,11,2023,16:25,1,1,3,86,86027,2,3,2,1,1
202300000255,27,3,2023,17:20,1,1,3,51,51454,2,4,1,2,1
202300000255,27,3,2023,17:20,1,1,3,51,51454,2,4,2,1,1
202300000256,29,11,2023,19:25,5,2,6,84,84087,2,4,2,1,2
202300000257,20,2,2023,13:39,1,1,3,93,93048,2,4,-1,1,1
202300000258,27,3,2023,16:19,1,1,3,51,51172,2,4,1,1,1
202300000259,27,3,2023,12:05,1,1,6,49,49099,2,4,2,1,1
202300000260,28,11,2023,08:20,1,8,3,84,84007,2,4,3,1,2
202300000260,28,11,2023,08:20,1,8,3,84,84007,2,4,1,2,2
202300000261,26,3,2023,03:30,3,2,2,49,49007,2,4,2,1,2
202300000262,28,11,2023,09:35,1,2,6,82,82121,2,4,2,1,2
202300000262,28,11,2023,09:35,1,2,6,82,82121,2,4,2,1,2
202300000263,27,3,2023,09:20,1,1,6,42,42207,2,4,2,1,1
202300000264,21,3,2023,17:30,1,1,6,42,42218,2,4,1,1,1
202300000265,27,3,2023,09:20,1,1,6,37,37195,2,4,2,1,1
202300000266,29,11,2023,15:00,1,1,2,77,77059,2,3,2,2,1
202300000267,29,11,2023,13:15,1,8,-1,76,76575,2,4,2,1,9
202300000268,26,3,2023,19:15,1,2,3,33,33249,2,4,3,1,2
202300000268,26,3,2023,19:15,1,2,3,33,33249,2,4,2,2,2
202300000269,28,11,2023,13:00,1,1,6,76,76351,2,4,1,1,1
202300000269,28,11,2023,13:00,1,1,6,76,76351,2,4,2,1,1
202300000270,11,12,2023,08:30,1,8,3,93,93053,2,3,2,1,1
202300000270,11,12,2023,08:30,1,8,3,93,93053,2,3,1,2,1
202300000271,28,11,2023,23:35,5,2,6,76,76351,2,4,2,1,2
202300000272,27,3,2023,18:55,1,1,6,28,28134,2,3,2,1,1
202300000273,23,4,2023,20:25,1,8,6,93,93053,2,3,1,2,1
202300000274,26,11,2023,17:35,5,1,6,76,76114,2,4,2,2,1
202300000274,26,11,2023,17:35,5,1,6,76,76114,2,4,-1,2,1
202300000275,27,3,2023,16:10,1,1,2,28,28134,2,4,2,2,1
202300000276,25,3,2023,18:40,1,1,6,21,21617,2,4,2,2,1
202300000277,28,11,2023,16:25,1,1,6,72,72181,2,4,2,1,1
202300000278,29,11,2023,20:00,5,1,6,69,69266,2,4,2,1,1
202300000279,21,12,2023,19:20,4,2,3,67,67482,2,4,2,1,2
202300000279,21,12,2023,19:20,4,2,3,67,67482,2,4,2,1,2
202300000280,18,3,2023,19:45,3,1,1,13,13026,1,3,2,1,1
202300000280,18,3,2023,19:45,3,1,1,13,13026,1,3,2,1,1
202300000281,29,11,2023,14:45,1,1,3,69,69092,2,3,1,1,1
202300000282,20,1,2023,02:20,5,1,1,13,13204,2,4,1,1,1
202300000283,21,6,2023,17:55,1,2,3,63,63113,2,4,2,1,2
202300000283,21,6,2023,17:55,1,2,3,63,63113,2,4,2,1,2
202300000284,27,3,2023,13:35,1,2,6,09,09225,2,4,-1,1,2
202300000285,29,11,2023,13:50,1,1,2,69,69115,2,4,1,1,1
202300000286,16,5,2023,09:30,1,1,3,63,63113,2,4,2,1,1
202300000287,27,3,2023,17:55,1,1,5,08,08180,2,3,2,1,1
202300000287,27,3,2023,17:55,1,1,5,08,08180,2,3,2,3,1
202300000288,29,11,2023,13:00,1,1,4,69,69290,2,4,2,1,1
202300000289,15,6,2023,11:18,1,1,6,63,63113,2,4,1,1,1
202300000289,15,6,2023,11:18,1,1,6,63,63113,2,4,2,1,1
202300000290,24,3,2023,19:55,5,1,6,02,02738,2,4,2,1,1
202300000290,24,3,2023,19:55,5,1,6,02,02738,2,4,2,1,1
202300000291,29,11,2023,06:50,5,1,1,69,69290,2,4,2,2,1
